index,problematic_features
201727,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
201741,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
201830,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
201878,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
201901,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
201917,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
201958,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
201999,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202010,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202025,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202031,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202036,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202043,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202044,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202102,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202195,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
202257,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202259,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
202284,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
202298,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202324,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202329,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
202358,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
202364,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202385,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202394,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202395,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202425,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202497,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202515,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
202534,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202536,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202541,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.056)']"
202550,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202554,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202599,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202604,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202664,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202666,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202672,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202719,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202739,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202758,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202769,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202775,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202777,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202783,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202813,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.056)']"
202835,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202839,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
202846,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202859,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202866,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
202898,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202900,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
202933,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203002,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203021,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203028,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203059,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203063,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203122,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203140,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
203157,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203216,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203230,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
203256,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203274,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203285,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203338,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203380,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203381,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203391,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203412,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203453,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203471,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203481,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203494,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203495,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203498,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203505,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203508,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203516,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203522,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203534,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
203536,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
203548,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203556,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203561,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203568,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203585,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203636,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203647,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.063)']
203648,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203710,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
203730,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203736,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203744,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203749,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203773,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203776,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203862,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203893,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
203941,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
203946,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203965,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
203980,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
203982,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204002,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204063,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204068,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204082,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204083,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204095,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204096,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204125,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204150,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204171,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204176,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204191,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
204193,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204208,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204210,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204214,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204220,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204232,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204254,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204261,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204264,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204283,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204287,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204318,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204366,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204368,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204408,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204455,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204459,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204467,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204479,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204486,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204502,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204525,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204541,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204564,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204566,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204567,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204576,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204608,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204665,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204670,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204688,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204731,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204747,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
204751,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204767,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204776,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204778,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204793,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204808,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204820,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204826,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204834,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204849,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204870,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204889,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204912,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204956,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204958,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204963,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
204970,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204976,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
204977,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204979,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204988,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
204999,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205055,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205081,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
205094,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205142,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205145,"['⚠️  Smoker=1 reduced risk (SHAP -0.014)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']"
205187,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205188,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205191,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205192,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205205,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205207,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205246,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205259,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205261,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205263,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205304,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205324,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
205369,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
205450,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205473,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205488,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205494,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205552,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205562,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
205601,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205603,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205625,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
205643,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205648,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205664,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205671,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205717,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
205723,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205740,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205758,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205794,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205797,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205865,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205898,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205910,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205946,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205952,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
205953,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205954,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
205960,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205966,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
205967,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
205984,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206014,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206034,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206075,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206107,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206157,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206158,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206337,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206367,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']"
206380,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
206425,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
206430,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206439,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206496,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206499,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
206508,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206572,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206587,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
206595,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206648,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206659,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
206712,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206736,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206780,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206782,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
206802,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206863,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206872,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206897,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
206917,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
206971,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
206991,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207007,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207013,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207023,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207039,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207046,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207051,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207062,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207079,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207149,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207191,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207208,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207233,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207247,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207254,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207291,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207334,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207348,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
207352,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207359,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207366,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207395,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207417,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207431,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207444,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
207451,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207480,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207513,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207532,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207556,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207575,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
207646,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207686,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207701,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207756,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
207759,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207817,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207822,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
207853,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207885,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207887,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207898,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
207912,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
207926,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207934,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
207947,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
207969,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208028,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208047,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208048,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208071,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208084,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208116,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208121,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208156,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208200,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208213,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208253,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208267,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208284,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208322,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208336,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208360,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208374,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
208407,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
208414,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208429,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208456,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208463,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208467,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208493,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208505,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
208518,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208559,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208597,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208604,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208649,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208655,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
208657,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208660,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208668,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208680,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208687,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
208691,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208709,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208733,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208764,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
208796,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208837,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208865,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208876,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208889,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
208900,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208914,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208967,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
208984,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209018,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209020,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209023,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209057,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209066,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
209081,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209083,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
209092,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209093,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209095,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209118,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209119,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209123,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
209160,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
209165,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209172,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209229,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209262,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209265,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209291,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209305,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209347,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209379,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
209383,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
209405,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209406,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209411,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209417,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
209434,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
209488,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209492,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209509,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209515,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209521,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209528,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209532,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
209535,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209555,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209629,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209640,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209641,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209647,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209649,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209658,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209663,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209678,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209681,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209686,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209691,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209762,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.062)']
209766,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209769,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209873,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209875,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
